Sarlavha (UZ),Kompaniya (Original),Joylashuv (UZ),Sana (Original),Havola
U Rivojlanish Jamoat etakchisi va ishlab chiquvchisi (Sog'liqni saqlash / farmatsevtika / bio maydoni),(주)마이원,"Seongbuk -Gu, Seul",~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51313493&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Xavfsizlik echimlari va texnik muhandislar (1-6 yil tajribasi),(주)디에스앤텍,Gangnam - The Seul,~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51363814&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Axborotni boshqarish va robot boshqarmasiga aloqador ilmiy-tadqiqot instituti,(주)레인보우로보틱스,DAEJON Yussong -Gu,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51384652&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Astronomiya jamoasi dasturiy ta'minotni ishlab chiqish,(주)레인보우로보틱스,DAEJON Yussong -Gu,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51384717&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Mashinani o'rganish muhandisi (LLM) - professional tadqiqotchi,(주)마키나락스,"Seocho -Gu, Seul",~ 08/17(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51337426&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Paket tizimini ishlab chiqaruvchi yollash,(주)한우리아이티,"Gangseo -Gu, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51381988&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Ai Sm (DaEjeeeee Reid),아일리스프런티어(주),DAEJON West,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51243014&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
AI R & D (usta),(주)더블티,"Gwon -Gu, Suwon -si, Gyeonggi -do -do",~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51369547&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[AjeongDang] Avtomatlashtirishni ishlab chiqish bo'yicha xodimi,(주)아정네트웍스,Gangnam - The Seul,~ 10/21(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51384641&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Xavfsizlikni boshqarish muhandisi (yangi ishga joylashish),(주)이너버스,"Yeongdeungpo -Gu, Seul",~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51229378&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Big ma'lumotlarni ishlab chiqaruvchi (mavjud professional xodimlar mavjud),(주)베스텔라랩,Butun iqtisodiy,~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51349878&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Videolarni qayta ishlash bo'yicha tadqiqotlar / rivojlanish (professional tadqiqot xodimlari mavjud),(주)베스텔라랩,"Anyang -si, gyeonggi -do -do",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51348827&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Yopiq navigatsiya tadqiqotlari / rivojlanishi (professional tadqiqot xodimlari mavjud),(주)베스텔라랩,"Anyang -si, gyeonggi -do -do",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51349820&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Ma'lumotlar jamoasi etakchi,엔카닷컴(주),"Jung -Gu, Seul",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364754&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Bulut dba,(주)쏘카,"Seongdongu, Seul",~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51202578&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Dastur muhandisi,아나로그디바이스한국(주),Gangnam - The Seul,~ 08/12(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51292099&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Backend ishlab chiqaruvchi yollash,서울거래(주),"Yeongdeungpo -Gu, Seul",~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51189264&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
3D algoritm ishlab chiqaruvchisi,(주)메디픽셀,Gangnam - The Seul,~ 08/12(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51293197&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
QA muhandis,(주)와탭랩스,"Seocho -Gu, Seul",~ 08/12(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51293788&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Backend muhandis stajyorlarini yollash (AI mahsuloti),(주)크래프트테크놀로지스,"Yeongdeungpo -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51014346&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Full - Bandlik / Venture Company / Tibbiyot kompaniyasi tibbiyot moslamasi sifatini boshqarish (QA) jamoasi etakchisi,(주)사람인에이치에스,Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51189674&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Avtobus / 5 yildan ortiq tajriba] guruhi - orqa dasturchi,트리노드(주),Busdan Xelandae -Gu,~ 08/03(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51208427&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Ma'lumot olimi (jamoa a'zosi),(주)휴이노,Gangnam - The Seul,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51209595&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[CJ Group -dxe] CRM ma'lumotlari tahlilchisi martaba yollash,(주)디엑스이,"Jung -Gu, Seul",~ 08/03(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51212095&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"Qizil jamoa ekspert (APT, MOCKING) -Markazbim xavfsizlik kompaniyasi",(주)스틸리언,Yongsan - The Seul,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51229629&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"Vivial Tadqiqotlar Co., Ltd.",(주)비브스튜디오스,Gangnam - The Seul,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51231381&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Akril] kasalxonasining axborot tizimi (uning) ishlab chiqaruvchi martaba yollash,(주)아크릴,Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51262228&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Elektron buxgalteriya hisobi,넷마블(주),Seul Guro -Gu,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51287119&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
GPU server va Linux server muhandisi,주식회사 미루웨어,"Songpa -Gu, Seul",~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51288683&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"2025 Buckam Comew Co., Ltd. avtomatlashtirish (ICHEON) Rivojlanish bo'limlari",비컴솔루션(주),"Ichon -si, Gyeonggi -do -do",~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51291263&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Konsalting bo'linmasi INS AI xizmati va dasturni rivojlantirish bo'yicha maslahatchi,한영회계법인,"Yeongdeungpo -Gu, Seul",내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51293457&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"Konsalting Bo'limlari Mijozlar jamoasi (CRM, ma'lumotlar olimi va boshqalar) maslahatchisi",한영회계법인,"Yeongdeungpo -Gu, Seul",내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51294079&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Ishorish menejeri - Xavfsizlik menejeri Enjeman kompaniyasi [harbiy xizmatning maxsus ishi],(주)스틸리언,Yongsan - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51314465&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Kirish nazorati va infratuzilma xavfsizligi menejeri -Secatsion texnologiyasi,(주)카카오페이,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/23(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51385188&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"[Neowiz] R & D Markazini yollash (AI tadqiqotchisi, dasturiy ta'minot muhandisi)",(주)네오위즈,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51076366&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Enki oq shlyapa] VA CENTER: Oq xaker,(주)엔키화이트햇,"Songpa -Gu, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51102582&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Sesco Dba (ma'lumotlar bazasi ma'muri),(주)세스코,"GangD yildag, Seul",~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51385231&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Biznesni avtomatlashtirish (RPA va AI Linklash tajribasi),대원씨티에스(주),Yongsan - The Seul,~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51371382&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"Sesco platformasi F / E, B / E",(주)세스코,"GangD yildag, Seul",~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51395060&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
AI echimini rivojlantirish bo'yicha stajyorlar jalb qilinadi.,(주)인포시즈,Gangnam - The Seul,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51100924&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Kompaniyaning echimi Server / Orqaga tugatish dasturi (5-10 yillik tajriba),엔에스원소프트(주),Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51158950&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Robotni rivojlantirish shtablari] Mobil robotni boshqarish serveri (ACS) S / W W ch korputi,(주)트위니,DAEJON Yussong -Gu,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51159637&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[RFCore] RFCore Dazeeeee Tadqiqot Instituti yangi va martaba tinglash,알에프코어(주),DAEJON Yussong -Gu,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51242227&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Alf Core] AI modelini ishlab chiquvchisi (AI / ML muhandisi) bandlik,알에프코어(주),"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51242358&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"[E -Cy Co, Ltd.] Katta e -commmerce platformasi Web / App Ska Karyera (1 ~ 5 yil)",어니컴(주),Yongsan - The Seul,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51273850&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Electronics elektron / O'rnatilgan rivojlanish institutini yollash,(주)엠아이케이21,"Changwon -si, Gyeongnam",~ 09/12(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51284558&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Avtonom haydovchilik robot ishlab chiqaruvchisi,(주)베스텔라랩,"Anyang -si, gyeonggi -do -do",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51349044&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Backend dasturchilarini yollash,(주)로드맵,"Manan -Gu, Anyang -si, Gyeonggi -do -do",~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364269&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Yollash,(주)인스테크,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/23(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51381783&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Cluccus] Bulutli xavfsizlik muhandisi yollash,(주)클루커스,Gangnam - The Seul,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51050631&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Tizimni ishlab chiquvchilarni jalb qilish va She Rivers xodimlarini yollash,주식회사 세오,"Dong -Gu, Anang -si, Gyeonggi -do -do",~ 08/29(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51157371&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Kvartiralar] Old oxirida muhandislar,(주)아파트너스,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/03(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51213441&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"JLT CO, LTD ni yollash.",(주)제이엘티,Icheoneu -Gu,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51224634&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Raqamli modellashtirish / Big ma'lumotlarni tahlil qilish va chuqur o'quv toifasi,(주)해양정보기술,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51227074&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Dasturiy ta'minotni ishlab chiqish guruhi etakchi jalb qilish,(주)릴리커버,DaGu Dalseo -Gu,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51251245&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Naver / Kakao rasmiy agentligi IT Rivojlanish Jamoasi Orqaga martaba karerasini ishlab chiqaruvchisi,(주)나무커뮤니케이션,"Songpa -Gu, Seul",~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264636&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[SABChECHON] Biz AQShga qo'shilish uchun orqa ishlab chiqaruvchilarni jalb qilyapmiz,(주)에스씨크리에이티브,"Suncheon -si, Jeonam",~ 09/08(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264640&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
AI chuqur o'rganishni ishlab chiquvchilarni yollash,(주)시에라베이스,Ulsan nam,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51292272&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
KEPCO qayta tiklanadigan energiya platformalarini ishlab chiquvchilarni yollash,한국전력정보(주),DAEJON Yussong -Gu,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51328067&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"AI Ko'rish, professional kompaniya ishlab chiqaruvchisi, to'liq ish bilan ta'minlash to'g'risidagi e'lon",(주)더컴퍼니,"Changwon -si, Gyeongnam",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51352718&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Uch milliardlik] bioinformatika muhandisi,(주)쓰리빌리언,Gangnam - The Seul,~ 09/19(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51354902&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
Google Clock platformasi muhandisi,베스핀글로벌(주),"Seocho -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51384628&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
[Koreya №1 Formaniya SW] Ai modeler-ning to'liq ishchisi (Yangi / martaba),(주)지엠디소프트,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50907485&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
"[Ishlab chiqaruvchilarni jalb qilish] Orqaga va Rivojlanish CO., LTD ni yollash.",럽디(주),Seul Gvana-ning,~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51040650&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=4212f8d8-ca8e-4958-8f03-7b3b53e1a9aa
