Sarlavha (UZ),Kompaniya (UZ),Joylashuv (UZ),Sana (UZ),Havola
Mo'ynali fazoviy ma'lumot va dala biznesini qo'llab-quvvatlash,"Contixtel Co., LTD.",Icheoneu -Gu,~ 08/07 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51238841&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=21e6c9f5-5f68-49f7-9c24-a333544388c8
AI real vaqtli tasvirni boshqarish statistik chiqish GUI Rivojlanish (Cheongju),"MSS Lab Co., LTD.","Seowon - The Cheongju -si, Chungbuk",~ 09/18 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51344355&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=21e6c9f5-5f68-49f7-9c24-a333544388c8
Ai muhandis,"Steri Co., LTD.","Mapo -Gu, Seul",~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51270038&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=21e6c9f5-5f68-49f7-9c24-a333544388c8
"To'lqin Lt., 2025 yil Ltd. yangi va martaba tinglash","To'lqin Co., Ltd.",DAEJON Yussong -Gu,~ 08/31 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51354300&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=21e6c9f5-5f68-49f7-9c24-a333544388c8
[Mokpo ishlamoqda] Dasturiy ta'minotni ishlab chiquvchilarni yollash,"Iml Co., LTD.",Gwangju buk-ning,~ 08/06 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51223853&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
E -commerce platformasi old tomoni to'liq stack ishlab chiqaruvchisi,"Muhadding Co., Ltd.","Gwangjin -Gu, Seul",~ 08/07 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51240269&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Rivojlanish Jamoat martaba yollash,"Adingli Co., Ltd.","Seocho -Gu, Seul",~ 08/07 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51240947&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
DSP ALD SW Rivojlanish Inson resurslarini yollash,"DSP Co., LTD.","Masaga a'zo tuman, Changwon -si, Gyeongnam",~ 08/08 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51249608&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[SK Hyix Sharox kompaniyasi] QA yollashi (yarimo'tkazgich va ishlab chiqaruvchisi),Osmon yuqori xotira cheklangan,"YongTton -Gu, Suwon -si, Gyeonggi -do -do",~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51263284&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Men mantiqiy Koreya] FAE QA menejerlarini yollash (xitoylik talab qilinadi),Men mantiqiy Koreya (Yu),Gangnam - The Seul,~ 09/09 (TUE),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51274914&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Algoritm ishlab chiqaruvchilarning yangi ishga qabulxonasi,Fil bolalar Edutestation,Incheon Gyayang -Gu,~ 08/12 (Tue),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51292976&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[Vr, Ar, O'yinni rivojlantirish, veb-ishlab chiqish, ilovalarni ishlab chiqish] O'qituvchi sektorini yollash","Rog'ile ending co., ltd.",Gangnam - The Seul,~ 08/16 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51325927&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Full - Band / 70 million yillik maslahat] Kosdaq haykali biznes testni baholash (3 yil yoki undan ko'p),"J Casting Co., Ltd.",Daegu armiyasi,~ 08/01 (FRI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51337659&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
AI / Ma'lumotlar tahlili / Ma'lumot modellashtirish / LLM Desive Dizayn-Dling Consulting Company,"Scout co., ltd.",Yongsan - The Seul,~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51334389&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[Sharqiy Co., Ltd] Avtomatlashtirish va tizimni rivojlantirish bo'yicha parvarish","Sharqiy Co, Ltd.",DaGu Dalseo -Gu,Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51201630&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Kelgusida sanoat] Dasturiy ta'minotni rivojlantirish Kadrlar uchun inson resurslari (yangi / martaba),"Kechae Sanoat Co., LTD.",Seobuk - The Cheonon - Chungnam,~ 09/05 (FRI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51225293&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Java / JSP / NodeJJ Oraning oxiriga va oldingi yollash,"Climate Co., Ltd.",Seul Guro -Gu,~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51354874&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Mashhur yarimo'tkazgich Jismoniy dizayn jamoasi etakchisi,Line qidirish,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/10 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51400950&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Tibbiy matnni tabiiy tilni qayta ishlash (NLP) INTERIYA INTERINING ILMIY TADQIQOT INSTITUTSIYASI (professional tadqiqotchilar),"Tesser Co., LTD.",Gangnam - The Seul,~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51033637&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Mercurproject] Ma'lumot olimi olimni yollash,"Simob loyihasi Co., Ltd.",Gangnam - The Seul,~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51162786&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[Chet el / Hyundai Motor Company] Dasturiy ta'minot tizimlari muhandisi (yangi, martaba)",Koreya Vog'da,Chungbuuk Eumseong -Gun,~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51158542&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Bitta bashorat] Mlops muhandisi,"Bitta bashoratli Co., Ltd.",Gangnam - The Seul,~ 08/02 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51200391&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Dalado va Susice rivojlanish bo'limiga qarshi kurash,"Daundi & S Co., Ltd.",Daegu dong-ning,~ 08/06 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51229556&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Daundi & D Doimiy ravishda yollash -Web dasturlarini ishlab chiqish bo'limi,"Daundi & S Co., Ltd.",Daegu dong-ning,Muntazam yollash,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51229410&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Java veb-ishlab chiqaruvchisi yollash (5 yildan ortiq tajriba),"Visel Baum Co, Ltd.","Seongdongu, Seul",~ 08/13 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51294567&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Newx (brendi) Android Proter,"Newx Co., LTD.","Seongdongu, Seul",~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51300800&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Yaponiya Tokio Shimane Prefekturasi] U dasturchilarni tayyorlash uchun muhandis,"Seagage Co., Ltd.","Shiman, Yaponiya",~ 08/21 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51358602&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Line Plus] Redis Devoper muhandisi,"Line Plus, LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50961299&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Ericsson] 5G / 6G RAN TIME SWN dasturchisi,"Ericsson Cori Kvartira Co., Ltd.","Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/06 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51226822&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Line Plus] tarmoq muhandisi (Office tarmog'i),"Line Plus, LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264168&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Ikki daraxt] orqa muhandis (kontent / qidirish xizmatiga),"Ikki trae co., ltd.","Seocho -Gu, Seul",~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261837&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Donal yong'og'i] Dekkaha ishchiligi xodimlarini yollash,Dono yong'oq,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/24 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51391118&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[Itisin Cloit] AIA, ma'lumotlar, DB muhandisining karerashini yollash","ITSISI CLOIT CO, LTD.","Seocho -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50980203&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Global IT-Xavfsizlik nazorati markazi (Osiyo) uchun martaba ishlarini yollash (Osiyo),"SNF Koreya Co., Ltd.","Jung -Gu, Seul",~ 08/11 (dona),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51299933&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[NC_NC AI] [Qisqa -Tr-populyatsiya ishi] NLP ma'lumotni tahlil qilish, ishlab chiqaruvchi (lingvistik muhandis) qayta ishlash uchun","Ncsoft co., ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/08 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50976250&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[NC_NC AI] AI ma'lumotlarini qurish bo'yicha yordamchi yordamchi,"Ncsoft co., ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/03 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51207805&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Mashinani ko'rish usullari,"Seak Korea Co, LTD.","H9ASAGON -SI, GYEONGI -DO",~ 08/21 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51376557&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Backend ishlab chiqaruvchisi (Java),"Ippirir Co., Ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51272967&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[DAEGU AI dasturini ishlab chiquvchilarni jalb qilish (martaba),"Mo Mobirus Co., Ltd.",Daegu dong-ning,~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51171440&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Pangyo] Ai dasturiy ta'minot ishlab chiqaruvchilarini yollash (karera),"Mo Mobirus Co., Ltd.","Seongnam -si, Gyeonggi -do -do",~ 08/19 (Tue),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51351366&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
AI Rasmni qayta ishlashni rivojlantirishni amalga oshirish,"Innoept Co., Ltd.","Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/07 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261537&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[CJ zaytun yosh] AI tavsiya etilgan dasturiy ta'minot ishlab chiqaruvchisi (orqa tomon),"Cj Olie Young Co., Ltd.",Barcha Seul,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51133339&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Ma'lumot olimi olimi,"Kakao ko'ngilochar Co., Ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51286580&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"[P & PCUU] SW texnologiyasi muhandisi, QA muhandisi yollash","P & Fis Seure Co., LTD.","Gangseo -Gu, Seul",~ 08/10 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51302047&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"Adolatli ma'lumotlar tahlilchisi [Evropa / AQSh Dispetch, yirik kompaniya]","MAN POWERIY KOMEA CO, LTD.",Evropa Vengriya,~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51305423&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Chet el] tarmoq va serverni boshqarish va u yordamchi-gangnam,"MAN POWERIY KOMEA CO, LTD.",Gangnam - The Seul,Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51374452&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Nutanix muhandislarini yollash,"E -TEE Tizim Co., Ltd.","Jung -Gu, Seul",~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51210396&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[AI bosh vaziri (Loyiha menejeri)] Koreyaning baholash ma'lumotlarini ish bilan shug'ullanish,"Koreyaning baholash ma'lumotlari CO., LTD.","Yeongdeungpo -Gu, Seul",~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51223511&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Karyera ishlab chiqaruvchilarni yollash -FM Qurilish / operatsiya,"Xanjin Axborot va aloqa Co., Ltd.",Icheoneu -Gu,~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51362031&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[NHH Earkey] Duray xizmatining orqaga qaytishi va operatsiyasi (Kichik),"NHH Co., LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50948136&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Nhhn buluti] infratuzilmasi QA,"NHH Co., LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50988390&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Jingaly] dba (ma'lumotlar bazasi ma'muri) - kirish,"Jingalak Co., LTD.",Gangnam - The Seul,~ 08/02 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51196237&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Samyang Tizim Group] Samyang Valve Umumiy Maker -App -App -App / Web u orqaga oxirgi ishlab chiqaruvchisi,Samyang Valve-ni keng qamrovli ishlab chiqaruvchi,"Bucheon -si, Gyeonggi -do",~ 08/08 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254181&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Filial ma'lumotlarini yollash AI ilmiy-tadqiqot instituti AI ilmiy-tadqiqot instituti,"Infincic Co., LTD.",Gangnam - The Seul,~ 09/07 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254530&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Dentsu Group] Ga4 ma'lumotni tahlil qilish bo'yicha ekspertlarni qabul qilish (ish haqi),"Tentz Creative Korea Co, LTD.",Gangnam - The Seul,~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51348757&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
R / V ning R / V ning boshqaruv xodimlarini yollash (martaba),"Da Artia Co., Ltd.","Yeongdeungpo -Gu, Seul",~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51351427&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Controler Rivojlanish jamoasi] ShI tarmoqda,"Suresoft Tech Co., Ltd.",Butun iqtisodiy,~ 08/21 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51375519&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Seodaemusun] Katta ma'lumotlarni (texnik xizmat) ishga qabul qilish,"C & Tot Plus Co., Ltd.",Seul Seomoemun -Gud,~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51385647&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Nhhn buluti] IT xavfsizlikni rejalashtirish,"NHH Co., LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51382740&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
[Infinik] AI / ML muhandisini yollash,"Infincic Co., LTD.",Gangnam - The Seul,~ 08/24 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51396134&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Ma'lumotlar xizmati jamoasi jamoasi Orqaga ishlab chiqaruvchi yollash,"Vy Co., LTD.",Seul Guro -Gu,Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51052583&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Sun'iy intellekt (Ai) Tuz Lyuks -Computer ko'rish doktori,"Salliyux Co, Ltd.","Songpa -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51128313&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
"S / W Tap Tasvirer Co., LTD ni yollash.","Camsys Co., Ltd.",Icheoneu -Gu,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51176973&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
Loyiha yordamchisi (ma'lumotlar muhandisligi),"Olomon MChJ, LTD.",Gangnam - The Seul,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178317&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c2dbbd3d-3c71-43c2-9949-0bc4b020e7a4
